"ParameterPath","Value","Formula","RHSFormula"
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|SA proportionality factor,9500,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Specific clearance (endosome),0.2052,K_uptake-K_rec>=0 ? K_uptake-K_rec : 0,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Surface area scaling exponent,1,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Volume (plasma),2.94986852810143,V_pls_art+V_pls_bon+V_pls_brn+V_pls_cae+V_pls_colasc+V_pls_coldesc+V_pls_colsigm+V_pls_coltrans+V_pls_duo+V_pls_fat+V_pls_tes+V_pls_hrt+V_pls_kid+V_pls_lin+V_pls_lil+V_pls_lje+V_pls_lng+V_pls_mus+V_pls_pan+V_pls_prc+V_pls_prp+V_pls_pve+V_pls_rect+V_pls_skn+V_pls_sin+V_pls_spl+V_pls_sto+V_pls_uil+V_pls_uje+V_pls_ven,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Weight,73.0000004444493,Weight_blood + Weight_tissue,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Weight of blood organs,2.42053716877759,P_1 + P_2 + P_3,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Weight of tissue organs,70.5794632756717,P_1 + P_2 + P_3 + P_4 + P_5 + P_6 + P_7 + P_8 + P_9 + P_10 + P_11 + P_12 + P_13 + P_14 + P_15 + P_16,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Estimated gestational age,1605.35714285714,Age* 365.25/7 + GA,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|BMI,0.235666323748868,Height>0 ? BW / (Height)^2 : 0,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|BSA,188.918809746449,1.6667 * W^0.5 * (H*10)^ 0.5,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|pH (blood cells),7.22,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|pH (interstitial),7.4,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|pH (intracellular),7,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|pH (plasma),7.4,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Scaling exponent for fluid recirculation flow rate,0.667,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Thickness (endothelium),3E-06,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Na,6.022E+17,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|R*T,928.8,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Age,30,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Gestational age,40,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Fraction endosomal (global),0.2,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Protein ratio (interstial/plasma),0.37,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (lipid, blood cells),0.005,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (lipid, plasma),0.007,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (neutral lipid, blood cells)-WS,0.003,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (neutral lipid, plasma)-RR,0.0032,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (protein,blood cells),0.325,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (protein,plasma),0.067,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (water,blood cells),0.625,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (water,interstitial),0.935,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (water,plasma),0.926,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Surface/Volume ratio (blood cells),167000,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (neutral lipid, plasma)-PT,0.0035,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (neutral phospholipid, blood cells)-WS,0.0059,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (neutral phospholipid, plasma)-RR,0.0021,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Fraction of endosomal uptake from plasma (global),1,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Height,17.6,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Ontogeny factor (albumin),1,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Ontogeny factor (alpha1-acid glycoprotein),1,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Plasma protein scale factor,1,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (acidic phospholipids, blood cells)-WS,0.001,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (neutral lipid, blood cells)-RR,0.0012,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (phospholipid, plasma)-PT,0.00225,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (neutral phospholipid, blood cells)-RR,0.0033,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (water,plasma)-PT,0.945,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Fraction recycled to plasma (global),1,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Acidic phospholipids (blood cells) [mg/g] - RR,0.57,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Vf (intracellular water, blood cells)-RR,0.63,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Rate constant for endosomal uptake (global),0.294,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Rate constant for recycling from endosomal space (global),0.0888,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Hematocrit,0.47,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|MeanBW,73,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|MeanHeight,17.6,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Hematocrit|Percentile,0.5,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|Hematocrit|Mean,0.47,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|MeanBW|Percentile,0.5,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|MeanBW|Mean,73,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|MeanBW|Deviation,3.65,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|MeanHeight|Percentile,0.5,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|MeanHeight|Mean,17.6,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|MeanHeight|Deviation,0.88,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Weight (tissue),0.964012058164037,Volume * Density,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Density (tissue),1,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Allometric scale factor,0.75,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Fraction vascular,1,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Volume,0.964012058164037,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Volume|Percentile,0.501054043959735,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Volume|Mean,0.963884723,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Volume|Deviation,0.048194236,,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|Volume of protein container,0.51092639082694,Volume,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|Volume,0.51092639082694,(1-HCT)*V,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|CYP3A4|Degradation coefficient,0.000320901472481456,ln(2)/tHalf,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|CYP3A4|Relative expression,0,rel_exp_pls,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|CYP3A4|Relative expression (normalized),0,rel_exp_pls_norm,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|CYP3A4|Relative expression out.,0,rel_exp_norm,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|CYP3A4|Start amount,0,rel_exp_out * AF * f_onto * ProteinContainerVolume,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|CYP3A4|Concentration,0,V>0 ? M/V : 0,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|CYP3A4|Ontogeny factor,1,f_onto,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|CYP3A4|t1/2,2160,tHalf,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|AADAC|Degradation coefficient,0.000320901472481456,ln(2)/tHalf,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|AADAC|Relative expression,3.9102564103E-05,rel_exp_pls,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|AADAC|Relative expression (normalized),3.9102564103E-05,rel_exp_pls_norm,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|AADAC|Relative expression out.,3.9102564103E-05,rel_exp_norm,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|AADAC|Start amount,1.99785319492248E-05,rel_exp_out * AF * f_onto * ProteinContainerVolume,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|AADAC|Concentration,3.9102564103E-05,V>0 ? M/V : 0,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|AADAC|Ontogeny factor,1,f_onto,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|AADAC|t1/2,2160,tHalf,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|ATP1A2|Degradation coefficient,0.000320901472481456,ln(2)/tHalf,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|ATP1A2|Relative expression,0,rel_exp_pls,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|ATP1A2|Relative expression (normalized),0,rel_exp_pls_norm,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|ATP1A2|Relative expression out.,0,rel_exp_norm + HCT / (1-HCT) * rel_exp_bc_norm,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|ATP1A2|Start amount,0,rel_exp_out * AF * f_onto * ProteinContainerVolume,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|ATP1A2|Concentration,0,V>0 ? M/V : 0,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|ATP1A2|Ontogeny factor,1,f_onto,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|ATP1A2|t1/2,2160,tHalf,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|Midazolam|Concentration,0,V>0 ? M/V : 0,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|Midazolam|Partition coefficient (water/container),0.016,fu,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|Itraconazole|Concentration,0,V>0 ? M/V : 0,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|Itraconazole|Partition coefficient (water/container),0.006016197247,fu,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|Hydroxy-Itraconazole|Concentration,0,V>0 ? M/V : 0,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|Hydroxy-Itraconazole|Partition coefficient (water/container),0.017,fu,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|Keto-Itraconazole|Concentration,0,V>0 ? M/V : 0,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|Keto-Itraconazole|Partition coefficient (water/container),0.01,fu,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|N-desalkyl-Itraconazole|Concentration,0,V>0 ? M/V : 0,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|N-desalkyl-Itraconazole|Partition coefficient (water/container),0.011,fu,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|Midazolam-CYP3A4-Patki et al. Metabolite|Concentration,0,V>0 ? M/V : 0,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|N-desalkyl-Itraconazole-CYP3A4-Isoherranen 2004 Metabolite|Concentration,0,V>0 ? M/V : 0,
DDI Treatment Ahonen 1995 Midazolam + Itra 100mg MD|Organism|VenousBlood|Plasma|Midazolam-CYP3A4-Patki et al.|kcat interaction factor,1,1,
